topic_id,evidence_number,title,source,date,url,available_text,centrality_score
2,1,Retail Trends: Navigating the Evolving UK Retail Industry - Mintel,Mintel,2024-06-18 07:00:00,https://news.google.com/rss/articles/CBMimAFBVV95cUxPR25Hb0FGd0cwT0dIYTFHSWlNZXNJVHc5Q05oZURKd3pWWUM5UGE1NjFIUncxai1oeXZaY1l5T19lY0tsTEJtT3I0UWxOV21MU01RSnYxX2FYTWpvdW9UZlMtNFNYa3BoODBPTGhQWjFBTEw5Y285alBvWWVraDVGQUdjUGZvR01NLXR1UjBDbEgxb3JHRFphVw?oc=5,Retail Trends: Navigating the Evolving UK Retail Industry - Mintel. Retail Trends: Navigating the Evolving UK Retail Industry Mintel,0.808
2,2,Retail & Consumer Trends 2026 - Deloitte,Deloitte,2026-02-12 08:00:00,https://news.google.com/rss/articles/CBMiigFBVV95cUxOZlBfaFh2MC13R1Z6di1Ya01LaXZ5OFdaS20zclRBNHRiYkNOZjh0T2hvT2NnNTA1VkRPdEtqSldWZVNlNUJCRUJWbExTbmNxZFRZci1WVDR3Q3MtRlV2cUNoZWx0cGl4RVFzRXFrZDh2WndpcTBFVFVZbkdIX01pWnQtN1BUb1I1blE?oc=5,Retail & Consumer Trends 2026 - Deloitte. Retail & Consumer Trends 2026 Deloitte,0.7818
2,3,10 Key Consumer Behavior Trends (2025 & 2026) - Exploding Topics,Exploding Topics,2025-11-04 08:00:00,https://news.google.com/rss/articles/CBMiX0FVX3lxTE90Q1JXc0ZqeFpTMUwzc3A4YWJPRDRXWkdmZVNLWEdlVUNOSGlJN3o5SHFxLVJKaDc4bl9qWDliSTV0S2U3WVpYV3pzVGFPTFd5MlpNUXJMZGdjMTRaNHJF?oc=5,10 Key Consumer Behavior Trends (2025 & 2026) - Exploding Topics. 10 Key Consumer Behavior Trends (2025 & 2026) Exploding Topics,0.7816
2,4,Consumer Trends in the Online Grocery Retail Industry - Mintel,Mintel,2025-03-14 07:00:00,https://news.google.com/rss/articles/CBMihwFBVV95cUxOSHFKTkVUX21rR1dRNFJSRkREY1doR29Jd1FvRWFudVJwWWRjcERlRWhSc2pYMzloc1poZFVXaDZWSThXME1GQ1oyUWVDeTZ0Um1xSU5rTTRRaVVXbGtiaDFlTmVJZzJyRVJuaTM4b3p2cFQzQTZaa3JQbUQ3NU1ZLXAtZ1hsOUE?oc=5,Consumer Trends in the Online Grocery Retail Industry - Mintel. Consumer Trends in the Online Grocery Retail Industry Mintel,0.7641
2,5,UK retail and consumer trends 2025 - Odgers Interim,Odgers Interim,2025-01-24 08:00:00,https://news.google.com/rss/articles/CBMilwFBVV95cUxNME1KWlN2N1JFOWxYU3hwZ3VybEI1WkhmUV9Mb2FPcDdGQjNUMFdsSS1WQ05NVU1RLU1wNDdwcldjMUFQa3RTbWlMcVhYeEpCaXlJek93WjBFQ09OTHdsT3BSMDViYng1eVMxWXhkQ0oxUTU5c2NNc0hEcTNWbE96eHFmSGhsNG41a1Rab1lXNWRxd1Vid1Zn?oc=5,UK retail and consumer trends 2025 - Odgers Interim. UK retail and consumer trends 2025 Odgers Interim,0.7504
3,1,"5 Decades of Nike Innovation in Women's Apparel — NIKE, Inc. - About Nike",About Nike,2024-03-21 07:00:00,https://news.google.com/rss/articles/CBMihgFBVV95cUxPVnVldEk1bVgzTldxeUtTTkt4UzRqaGdyY3A1Z29WNnNMNkZfYUlJd3FrZkppRkltSjNXWF8xc1lUZjZQNTZoN0NMbjFkMzFqSFBvUXk2bW9lN3R0cVJtZGFBaXlxYjNtTThSb1FrYXN5LWlVS0FIRFhQZFRaMmhpOE9QY0pTUQ?oc=5,"5 Decades of Nike Innovation in Women's Apparel — NIKE, Inc. - About Nike. 5 Decades of Nike Innovation in Women's Apparel — NIKE, Inc. About Nike",0.8047
3,2,Nike in China: A sportswear giant’s journey back to the top - Daxue Consulting,Daxue Consulting,2025-06-03 07:00:00,https://news.google.com/rss/articles/CBMiVEFVX3lxTE4yU1g0LXZvSVNzX0xicmZsSGloWWdNbDQ3c2sxc3FjVW54b09vZ0laSzFWUGQ3U2JPbmxYa2w4UERXamZTQkRQR2s4OHpvaXBIVkhZcA?oc=5,Nike in China: A sportswear giant’s journey back to the top - Daxue Consulting. Nike in China: A sportswear giant’s journey back to the top Daxue Consulting,0.7989
3,3,"Nike Creates New Innovation Engine to Power Athletes Faster — NIKE, Inc. - About Nike",About Nike,2025-10-23 07:00:00,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNTmJMYWFaTVZ6VW0xZ0hfQjVkOVdzNDJUeWd2XzNVVzgzUHZuODRod1FjeEVid3ctNzFMRjJaeXFLRmd4RmFJRlBCWnYxSlJHZWlVSjhUcURVcl9FM21ZYjgwN0VsSDRCalBXTWdLcXBRY19XNWgtaGlKUkRGYWk2Qzh3SGtOVkhEakNJ?oc=5,"Nike Creates New Innovation Engine to Power Athletes Faster — NIKE, Inc. - About Nike. Nike Creates New Innovation Engine to Power Athletes Faster — NIKE, Inc. About Nike",0.794
3,4,"NIKE, Inc. and SKIMS Introduce New Brand for Women: NikeSKIMS — - About Nike",About Nike,2025-02-18 08:00:00,https://news.google.com/rss/articles/CBMigAFBVV95cUxNTWtUbGl2LWxKZldqUlR4SGlBeGt5aXg2UkMwcThIejlhN1lxVVVpQUlibkFvMEdmMWxLZW1hc0p4bWFXaThOLU5uMmJPVVg3d3cyWHQwNWxVeDY3eU1xVmtXTFhxcVNCNDdpeXVKVmVZMHJWTU9neGxRRnVJTjRNUw?oc=5,"NIKE, Inc. and SKIMS Introduce New Brand for Women: NikeSKIMS — - About Nike. NIKE, Inc. and SKIMS Introduce New Brand for Women: NikeSKIMS — About Nike",0.7802
3,5,"Nike 24.7 Apparel Collection Delivers a New Standard of Comfort and Athletic Style — NIKE, Inc. - About Nike",About Nike,2025-01-23 08:00:00,https://news.google.com/rss/articles/CBMigwFBVV95cUxQd21pVFJSQmMyWHRYMnZaVVB0a29xSWxOcW5JaHZFenZFbkhZNWl1TEZJcmRETV9pVENGbzBNcmU4MlZTQ2xSbXBwbXNYVk5YY01BcXRJR1d5TTg5c2R6RUw4WDJIUW1MOXBod3QzclNGNGpmWkJvOTI4SU9SVFY3bVFzVQ?oc=5,"Nike 24.7 Apparel Collection Delivers a New Standard of Comfort and Athletic Style — NIKE, Inc. - About Nike. Nike 24.7 Apparel Collection Delivers a New Standard of Comfort and Athletic Style — NIKE, Inc. About Nike",0.7799
4,1,Shopping with AI and the key consumer changes defining fashion in 2026 - The Independent,The Independent,2026-02-11 08:00:00,https://news.google.com/rss/articles/CBMilAFBVV95cUxNbFFrazRNN1dXUGp1ZFBIUnhPbGFta0lhdlh4QzBXU01IVVJta0p6QmhnRFZsUldrUnRVY2FpLUVQSVFBV1RieC1WSk94WjEzRWNaY0VJV3JKbHlDOEZhb0J0UTc0c0dOYVVDOEhBNW1pTkNMX1hYSnpwV1oxcFkwTkJiZDZyOVl1RHg5NjhUQzBORWtU?oc=5,Shopping with AI and the key consumer changes defining fashion in 2026 - The Independent. Shopping with AI and the key consumer changes defining fashion in 2026 The Independent,0.7846
4,2,Generation Alpha: How Fashion Players Can Target Tomorrow’s Consumers - Euromonitor,Euromonitor,2025-01-13 08:00:00,https://news.google.com/rss/articles/CBMipgFBVV95cUxPUUtyMGFIUlhFbDJMY2otSktNcFRZMHpPdlpTXzhLVTZMV2RJM0ZIM09vV3hoaTJ0QS1OUVRHTjVaeDFiRG5sR0dEZGdtVmdUakZCODdDR1FFcnRnbG5VV0JkVFB1OEE5T3J0bERXa0NUbEtyb0tBUXVEYXRQMzNCSlBER3hLaHJoMXJ0aGEtVXZXYndGeHVoMXRXTzlJTEZhY0pzRXhB?oc=5,Generation Alpha: How Fashion Players Can Target Tomorrow’s Consumers - Euromonitor. Generation Alpha: How Fashion Players Can Target Tomorrow’s Consumers Euromonitor,0.7686
4,3,BoF Insights | The New Era of Fashion E-Commerce - The Business of Fashion,The Business of Fashion,2025-06-23 07:00:00,https://news.google.com/rss/articles/CBMipAFBVV95cUxQNl9Odm9UT3dvSV9LVTlqUDZ2VG9UenhBVm03eGlzTFRFNk1MdnRHLWZxV3RCQVk2OFhCc215Z2FhRnRHUHpXd3QtY1FUWlZaT3o5WF9tR0ZuUGVyZEpUbUVfV2pjX1pISlFCZHJ5a2ZnUmwtNjFOekZOTmxUSkJnQUNnLUxBVnVDaXhka3VkNlpDT0ljZHJoNnpiQl8wdFVEV2dWaw?oc=5,BoF Insights | The New Era of Fashion E-Commerce - The Business of Fashion. BoF Insights | The New Era of Fashion E-Commerce The Business of Fashion,0.7597
4,4,Fashion Retail Outlook 2026 | Strategy& - PwC,PwC,2026-01-19 08:00:00,https://news.google.com/rss/articles/CBMimAFBVV95cUxPMVR5NVQ4MjJ4QjJISjVTMUJ2VUFlU0RNakZyc1FIbGUyckZHWFljVXAxY0pPSDU4QTYxWk5lMm0yYmU5UnU4Y1VwRmc1b1lJN3lNQi1tRmwtZk9wRUVkWkVLeEpHLUJEOGpQcG9sdkJEQ3pzNHBPeFZEdGxUc3E1OFVzMHJtSDdJTVpQZVBqd3Z4ZDNLeE9zUg?oc=5,Fashion Retail Outlook 2026 | Strategy& - PwC. Fashion Retail Outlook 2026 | Strategy& PwC,0.7563
4,5,The State of Fashion 2026: When the rules change - McKinsey & Company,McKinsey & Company,2025-11-17 08:00:00,https://news.google.com/rss/articles/CBMifEFVX3lxTE9ndVBlLTlsYy1uTjJ3eWhmWXRPcHYyckpRM0hHMnJieUR0UnF5UGNjczZOTDNuTVI2Z3lIUEZpektKamtkdXEyY204dVlJQ09wVGpkTG5kM1ZibVpzNXU4MXNZSmxRZkpFYjUxQlJsdjVhNTFoTV9QREZodWU?oc=5,The State of Fashion 2026: When the rules change - McKinsey & Company. The State of Fashion 2026: When the rules change McKinsey & Company,0.74
5,1,16 Best Activewear Brands To Get You Into Gear In 2026 - British Vogue,British Vogue,2026-01-05 08:00:00,https://news.google.com/rss/articles/CBMiZkFVX3lxTE5OZTUxbUI1dnlJNjQ2ZlNMNjVUaWZWR0RIQ01fNDlHeUtnRC1FSGZYQlpZZ0VXQ2ZQaGJDcHFybDVpN0F4Sjc3ZEFDRi1obEJrTDlodVliMGVFSXdFZDRDV1B1S05HZw?oc=5,16 Best Activewear Brands To Get You Into Gear In 2026 - British Vogue. 16 Best Activewear Brands To Get You Into Gear In 2026 British Vogue,0.8647
5,2,"These are the best activewear brands for 2025, according to our fashion editor - Women's Health",Women's Health,2025-01-06 08:00:00,https://news.google.com/rss/articles/CBMigwFBVV95cUxNZlY2aVktUkNsTURLNS1Ndk43eDRrUmMxSFNWRFRYQnVSdkYweWU4WjhoczFpYUVMdWU1UjlLS3NaSENJU1ZQQjFUcGZIekR1M1hQeE02a0ZvV24xSThrcUJOcnZqZk82SE51RmpFOE5aMWRieVpmWVBJOHBVeDY5V016NA?oc=5,"These are the best activewear brands for 2025, according to our fashion editor - Women's Health. These are the best activewear brands for 2025, according to our fashion editor Women's Health",0.8342
5,3,"The coolest activewear brands to know in 2026, tried and tested - cosmopolitan.com",cosmopolitan.com,2026-01-16 08:00:00,https://news.google.com/rss/articles/CBMiigFBVV95cUxQdUZKSC1vZEJicGw5TlV3cXFJcS1IbjU0cHJJMERIYjM4WGJJM1ZjdVR3NmRvV0g2S0F6RThGS2l3T00zcUEySDQtREkwbUlKeHFpY0FiR2xfY3I3NWczdFZDcHAtYXdpd2lETDA5TTZtRGxBTy1TMV96SThRQUFpbDdhWXVudWNyU1E?oc=5,"The coolest activewear brands to know in 2026, tried and tested - cosmopolitan.com. The coolest activewear brands to know in 2026, tried and tested cosmopolitan.com",0.795
5,4,The best activewear brands to help you hit your 2026 goals - British GQ,British GQ,2025-12-22 08:00:00,https://news.google.com/rss/articles/CBMickFVX3lxTE1qZDhINEZuSHJWM1lkUXBCcEpWam4zc2ZPVDF1Si1KNDZBWk1tVUxJcUtXdUZ5UnlNZnhYVnU1bk5UMjY4aG5oNDZfLUkxekNjcGVmSUVoaHZCLVdHQzBaOW90VFNLMG9BSVF3MXF3aURRZw?oc=5,The best activewear brands to help you hit your 2026 goals - British GQ. The best activewear brands to help you hit your 2026 goals British GQ,0.7937
5,5,"Top Athleisure Trends & Best Sustainable Activewear Brands In US: Comfort, Technology & Style in Motion - Fibre2Fashion",Fibre2Fashion,2025-10-16 05:44:01,https://news.google.com/rss/articles/CBMi5AFBVV95cUxOYjFMU0RGSW9ZLU9kLU9FYmY0RkZVTGhuMDhWVDFoMlhMbDJNYTQya21zUkJhU3hIZXpBZHZ6SElnNjgzNlducUJibG01ck5UYzFFNkFsOXVrUVkwWkdZb0hZano5WXFnTmRldEhpVW5XaFZmcnpXcUxOVHpwSlcxMzI0UW5OUVJ2aHdCR1F6QlNEdFNuc3FDTVhnSVpMOEtjLTMwZFN1QS1XVk5nSHNhQ2JfZFFCS2tMUTd6YWk0WUhReHdRanNVMGlFZkRSNFc1czhsbXRrVzJlby1UNnQ3T0JfdEk?oc=5,"Top Athleisure Trends & Best Sustainable Activewear Brands In US: Comfort, Technology & Style in Motion - Fibre2Fashion. Top Athleisure Trends & Best Sustainable Activewear Brands In US: Comfort, Technology & Style in Motion Fibre2Fashion",0.7423
6,1,The 6 Biggest Wellness Trends Coming In 2026 - British Vogue,British Vogue,2026-01-03 08:00:00,https://news.google.com/rss/articles/CBMiYkFVX3lxTE96eDdyd0RoN3p1VXo2b0hVNXJ3S0lrUTJlcHBPd2VMOGpFczNzUk5neEdYM2RlX19Bb0k4WDUwTDN6VV9PdW1URzhMeDUxX0ktS2IyWkdNVndCY0szWm04QmJB?oc=5,The 6 Biggest Wellness Trends Coming In 2026 - British Vogue. The 6 Biggest Wellness Trends Coming In 2026 British Vogue,0.8648
6,2,6 wellness trends that will change how we take care of ourselves in 2026 - Vogue Adria,Vogue Adria,2026-01-24 08:00:00,https://news.google.com/rss/articles/CBMiUEFVX3lxTE1sZG5GZGJOWUVHYlgtT040ZFpNTWZIUFBldGlxSHd3QjZlUnk0dngwMzZFSFlHUlliVEZveE1DeF9qc2RLTW5lT1VLRkxqbmZT?oc=5,6 wellness trends that will change how we take care of ourselves in 2026 - Vogue Adria. 6 wellness trends that will change how we take care of ourselves in 2026 Vogue Adria,0.816
6,3,I tried 2026's biggest wellness trends - and these are the ones that changed my life - Glamour UK,Glamour UK,2026-04-27 07:00:00,https://news.google.com/rss/articles/CBMib0FVX3lxTE83LW54UF9JY3dxaFpQOTJ4Zlg1VXgzN2o3RlBBd3VCVlp6Zk01Vm9tVjNRVXdEQ3B3TGwyakhodVVBUzZ3V0lIWldpVDRaTDdFWVp5TUxjejhFWUpnRTMzZjRoUDFyb0FWTUpiaXNodw?oc=5,I tried 2026's biggest wellness trends - and these are the ones that changed my life - Glamour UK. I tried 2026's biggest wellness trends - and these are the ones that changed my life Glamour UK,0.7852
6,4,The Most Innovative Fitness & Wellness Companies of 2025 - Athletech News,Athletech News,2025-01-31 22:25:03,https://news.google.com/rss/articles/CBMiiAFBVV95cUxOVnpzVU9VU2pBVGVRRkpYaE4zSldXVjVjcXVsNl9TSWJ2ODg1M05mYXltdnJxZXBMRkNVRDd2QUNyRmtBaVhpaEg3TzhZQmNWOTdZcjZmcmM5WFdxUHBlUWdzbHRySVdhX25pU3hOSjctbTlnLWNyTFRkdWpXMUp3UlFSMFFuZFZP?oc=5,The Most Innovative Fitness & Wellness Companies of 2025 - Athletech News. The Most Innovative Fitness & Wellness Companies of 2025 Athletech News,0.7155
6,5,The Interior Design Trends To Know In 2025 – And What’s On Its Way Out - British Vogue,British Vogue,2025-01-15 08:00:00,https://news.google.com/rss/articles/CBMia0FVX3lxTFBGS3VUc215M0NodlZ2TUJzX1JQOE01NFdwUUlnSE9ZOXhfQ1VHdC1ucGpUdGdzV3BuSm9CTGZ5TXpYbjVTVzlxeUM4Ullydk8wUlFYd0o0eVVQLWtMLXdSNTdxMVZ0TUdtb3V3?oc=5,The Interior Design Trends To Know In 2025 – And What’s On Its Way Out - British Vogue. The Interior Design Trends To Know In 2025 – And What’s On Its Way Out British Vogue,0.6787
